Curriculum ID,Curriculum Title,Security Domain,Curriculum Type,Basis Date,Subsequent Failures Reset Curriculum Status,Active,Curriculum Description
CUR-LSG-BED-GEN-0004,Altoura - PC App Setup and Immersive Trainings (Bedford General),BED,,,No,Yes,"This training session will be to ensure Altoura app is installed on your computer, creation of avatar, practice using headset. Complete Hololens trainings as many times as necessary to become competent along with OJT training roles."
CUR-LSG-BED-GEN-0005,Basic Data Mining w/Minitab (Bedford Facilities),BED,,,No,Yes,Training offered as part of the MA Training State Program. Limited offering.
CUR-LSG-BED-GEN-0006,Basic Problem Solving (Bedford General),BED,,,No,Yes,8 hour class offered through QSG and MA state grant Limited Offering.
CUR-LSG-BED-GEN-0007,BED-FRM New Hire Orientation Toolkit (Bedford General),BED,,,No,Yes,"Training Covers:


	Organization Overview
	Total Rewards Overview
	Diversity and Inclusion at Thermo Fisher
	Building Your Career at Thermo Fisher
	Information Systems, Collaboration Tools & Resources
	Thermo Fisher Competency Framework
	Introduction to Quality
	Customer Allegiance
	Introduction to PPI
	Required Training (Ethics, Code of Conduct, etc.)"
CUR-LSG-BED-GEN-0008,Bedford Site Capital AR Process Training (Bedford Facilities),BED,,,No,Yes,
CUR-LSG-BED-GEN-0009,Best Documentation Practices (Bedford General),BED,,,No,Yes,Training offered thru our MA state grant with partnership with QSG. Limited availability - please reach out to training coordinator before assigning to team members.
CUR-LSG-BED-GEN-0010,Bike Share Program (Bedford General),BED,,,No,Yes,"This training is required for participation in the Bedford site bike share program. First, review attached PowerPoint presentation and watch the imbedded training using the link. Next, print out the attached waiver form - read, sign and hand in. Download app to be approved for participation. Last, use app to locate available bike - have fun!!
"
CUR-LSG-BED-GEN-0011,CHM New Hire Orientation Toolkit (Bedford General),BED,,,No,Yes,"Training Covers:


	Organization Overview
	Total Rewards Overview
	Diversity and Inclusion at Thermo Fisher
	Building Your Career at Thermo Fisher
	Information Systems, Collaboration Tools & Resources
	Thermo Fisher Competency Framework
	Introduction to Quality
	Customer Allegiance
	Introduction to PPI
	Required Training (Ethics, Code of Conduct, etc.)"
CUR-LSG-BED-GEN-0012,Coaching & Effective Feedback (Bedford General),BED,,,No,Yes,"Pre-work Required: 
Session 1 Prework: All attendees  - please bring to the first session:
Throughout the training we will be discussing real-world situations they experience at Thermo Fisher Scientific and they will apply the tools, concepts, and processes from the training with those real-world situations. So, participants are asked to arrive with two-three examples of times when it is difficult for them to deliver feedback to use during our large group discussions as well as during small break-out activities (names and other personally identifying information shall be kept strictly confidential). 
Please print the attached guide and bring with you to the class."
CUR-LSG-BED-GEN-0013,Communication Training (Bedford General),BED,,,No,Yes,"8-hour class held on site through Quality Support Group. Focus is on areas to develop your skills which include the following: communication basics, types, non-verbal communication, barriers, communication by listening and feedback."
CUR-LSG-BED-GEN-0014,Conflict Resolution (Bedford General),BED,,,No,Yes,Limited training offered. Conducted by QSG training partners. 8 hours total.
CUR-LSG-BED-GEN-0015,Decrement Tag Training (Bedford General),BED,,,No,Yes,"Train to creating an initial decrement tag as well as guidelines to adhere to with each product use till full consumption. Other items to discuss: new tag storage location, tag disposal, importance of stock level accuracy in regards to recording and charging out goods in SAP."
CUR-LSG-BED-GEN-0016,Department Supervisor/Manager (Bedford General),BED,,,No,Yes,General training and resources for department Supervisors and Managers.
CUR-LSG-BED-GEN-0017,Developing High Performing Teams (Bedford General),BED,,,No,Yes,"Offered through training partner GROWTH Co as part of our MA state grant offerings. Training is intended for those that manage others in some capacity – Manager/Supervisor, team lead, project manager, etc."
CUR-LSG-BED-GEN-0018,DMAIC (Bedford General),BED,,,No,Yes,"DMAIC is an acronym that stands for Define, Measure, Analyze, Improve, and Control. It represents the five phases that make up the process: Define the problem, improvement activity, opportunity for improvement, the project goals, and customer (internal and external) requirements.
This class is offered on a limited bases with external vendor. Please inquire prior to assigning."
CUR-LSG-BED-GEN-0019,Effective Problem Solving (Bedford General),BED,,,No,Yes,16-hour class offered through QSG and MA state grant. Limited offering. Day 1 of training is the same as the basic problem solving class.
CUR-LSG-BED-GEN-0020,Excel - Advanced (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0021,Excel - Beginner (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0022,Excel - Intermediate (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0023,Finance Basics (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0024,FMEA (Bedford General),BED,,,No,Yes,Only offered on site every other year or based on need. Training provided through QSG with instructor Jim Leonard. This is a two day training.
CUR-LSG-BED-GEN-0025,Gauge R & R (Bedford General),BED,,,No,Yes,Class requires Supervisor and department funding approval. Only offered once a year on average or as needed basis and instructed by an external vendor.
CUR-LSG-BED-GEN-0026,Hololens 2 Training (Bedford General),BED,,,No,Yes,Immersive technologies training for hololens 2 headset used for delivery of mixed reality training modules.
CUR-LSG-BED-GEN-0027,Intro to Design of Experiments (Bedford General),BED,,,No,Yes,"Two-day training conducted by external vendor. 
Course covers theories/principles, SPC techniques, basic types of experimental design, and procedure for managing DOE."
CUR-LSG-BED-GEN-0028,Inventory Control (FIFO) (Bedford General),BED,,,No,Yes,Review of 'First In First Out' principles for inventory use and control that are required standards to know when pulling raw materials for production.
CUR-LSG-BED-GEN-0029,ISO 13485: 2016 Internal Auditor Workshop (Bedford General),BED,,,No,Yes,This is a 4-hour virtual training session on ISO13485 standards. Offered through QSG at limited availability.
CUR-LSG-BED-GEN-0030,Leadership Awareness (Bedford General),BED,,,No,Yes,Training offered through our MA state grant training partner GROWTH Co. with limited availability. Training is intended for emerging leaders focus.
CUR-LSG-BED-GEN-0031,Leadership without Authority (Bedford General),BED,,,No,Yes,"8-hour class held on site through Quality Support Group. Focus is on four specific areas to develop your skills: evaluating yourself and others, cultivating plan/goals, communication, and appreciation.
This includes a DISC assessment."
CUR-LSG-BED-GEN-0032,Leading Change (Bedford General),BED,,,No,Yes,Training offered through MA state training grant and QSG. Limited offering.
CUR-LSG-BED-GEN-0033,Mainsaver 12.9 (Bedford General),BED,,,No,Yes,General system training for facilities and maintenance technicians
CUR-LSG-BED-GEN-0034,Mainsaver Admin (Bedford General),BED,,,No,Yes,Conducted by Mainsaver. For Facilities and Maintenance system Admins.
CUR-LSG-BED-GEN-0035,Mainsaver Basics (All) (Bedford General),BED,,,No,Yes,Overview of Facilities system to generate a work order
CUR-LSG-BED-GEN-0036,Master Scheduling Tool (Bedford General),BED,,,No,Yes,Basic overview for department work order schedulers on how to use the Master Scheduling Tool.
CUR-LSG-BED-GEN-0037,Measurement Systems Analysis (MSA) (Bedford General),BED,,,No,Yes,*Offered through MA state grant partnership with QSG. Requires Minitab software on laptop and previous training in SPC. Do not assign unless known course offering dates are known.
CUR-LSG-BED-GEN-0038,Meeting Management,BED,,,No,Yes,"This training is offered on a biannual basis through our MA training grant program with the Quality Support Group.

The training will cover:


	Determining your vision, purpose, plan and which people to include
	Choosing the right setup and establishing the right tone
	How to prepare better than just “showing up”
	7 tips to stay on target
	Dealing with difficult situations and conflict
	Ensuring all meeting attendees can/do actively participate
	9 tips to spark creativity
	Leaving a meeting with goals & objectives
	Running Effective Team Meetings
	Preparing for and running meetings that include virtual staff
	Accountability
	- Setting expectations before the meeting
	- Coming to meetings prepared (both meeting leads and attendees)
	- Being on time
	- Being present in the meeting – no distractions (don’t have cell phones or laptops open)
	- Completing actions after the meeting
	 
	We will look to answer the questions
	- Do we have too many meetings?
	- Can we resolve issues in another way?
	- Do we need to reset meeting times – 25/45 min meetings"""
CUR-LSG-BED-GEN-0039,Minitab - Essentials 1 (Bedford General),BED,,,No,Yes,Training offered approximately once per year with Supervisor approval.
CUR-LSG-BED-GEN-0040,Minitab - Essentials 2 (Bedford General),BED,,,No,Yes,"Training offered approximately once per year with Supervisor approval.
"
CUR-LSG-BED-GEN-0041,Minitab - Statistical Quality (Bedford General),BED,,,No,Yes,Training offered approximately once per year with Supervisor approval.
CUR-LSG-BED-GEN-0042,Outlook - Beginner (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0043,Pipette Basics (Bedford General),BED,,,No,Yes,Learn how to properly use mechanical pipette for accuracy and avoid damage.
CUR-LSG-BED-GEN-0044,Powerful Presentation (Bedford General),BED,,,No,Yes,"Full day training in partnership with an external training vendor. 
Training covers topics in the following categories:
Where to Begin
Connecting with Your Audience
Delivering a Powerful Message
The Final Touch"
CUR-LSG-BED-GEN-0045,PowerPoint - Advanced (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0046,PowerPoint - Beginner (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0047,PowerPoint - Intermediate (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0048,Principles of Managing Operations (PMO) (Bedford General),BED,,,No,Yes,Limited offering through QSG. 24 hour course.
CUR-LSG-BED-GEN-0049,Process Mapping (Bedford General),BED,,,No,Yes,16-hour class offered thru QSG. Limited offering. Please check to see if any upcoming opportunities before assigning/requesting.
CUR-LSG-BED-GEN-0050,Process Validation (Bedford General),BED,,,No,Yes,"This is a 3-day workshop training. Topics covered include: Validation life cycle, planning, IQ/OQ/PQ, risk management, change management, report closure, design controls, master validation plans and importance of statistical methods in determining sample size. Involves completing a validation protocol in class teams."
CUR-LSG-BED-GEN-0051,Procurement of New Raw Materials (Bedford General),BED,,,No,Yes,"Focus of this training is to ensure there are critical parameters defined on reference COAs for incoming Raw Materials to avoid unnecessary PRs, distinguish critical parameters from non-essential and allow second source process to be more robust ensuring like for like replacements."
CUR-LSG-BED-GEN-0052,Project Management (16 Hours) (Bedford General),BED,,,No,Yes,Training offered with limited availability through MA state grant. Training to cover project management principles as well as MS Project introduction.
CUR-LSG-BED-GEN-0053,Risk Management (Bedford General),BED,,,No,Yes,"Offered by Quality Support Group as part of our MA state training grant series. Full day training covers topics such as:


	Identifying Risks/Opportunities
	Risk Mitigation
	Useful Tools"
CUR-LSG-BED-GEN-0054,SAP - Charging Out Materials to Work Order (Bedford General),BED,,,No,Yes,"Covers material charge outs against a production work order
"
CUR-LSG-BED-GEN-0055,SAP - Charging out Materials by CC (Bedford General),BED,,,No,Yes,Covers material charge outs without a production work order
CUR-LSG-BED-GEN-0056,SAP - Closing Work Order MFG/QC (Bedford General),BED,,,No,Yes,Specify if training to QA/QC/or MFG processes on OJT form. Covers close out of a work order.
CUR-LSG-BED-GEN-0057,Standard Work (Bedford General),BED,,,No,Yes,Workshop training offered thru QSG as part of MA state grant. Limited time offering.
CUR-LSG-BED-GEN-0058,Statistical Concepts (SPC) (Bedford General),BED,,,No,Yes,Statistical process control. Workshop training offered thru QSG as part of MA state grant. Limited time offering.
CUR-LSG-BED-GEN-0059,Straight Talk (Bedford General),BED,,,No,Yes,Communication course offered through MA state grant partnership - limited availability.
CUR-LSG-BED-GEN-0060,Supervisory Skills Workshop (Bedford General),BED,,,No,Yes,*Limited Offering* Training is focused on Managers and Supervisors. Consists of six 4 hour sessions for a total of 24 hours of virtual training. Practicing hands on skills reviewed throughout is expected. Participants are expected to attend all sessions.
CUR-LSG-BED-GEN-0061,Supplier Selection and Management (Bedford General),BED,,,No,Yes,Supplier questionnaire required when requesting for a new vendor in Coupa ordering system. This will need to be set up in E1 for Coupa and SAP for our ordering system. Note for ACH payment setup to have a void check or confirmation letter of bank details with bank header submitted with IT ticket for setup.
CUR-LSG-BED-GEN-0062,Supply Chain Management (Bedford General),BED,,,No,Yes,"24-hour course on Supply Chain Management principles. Offered through QSG, partners in MA state grant offerings. Limited offering."
CUR-LSG-BED-GEN-0063,Supply Chain Risk Management (Bedford General),BED,,,No,Yes,
CUR-LSG-BED-GEN-0064,Team Building (Bedford General),BED,,,No,Yes,"This training is offered through our MA training grant program with the Quality Support Group. Topics include:


	Understanding Team Dynamics
	Stages of Team Development
	Managing Conflict on Teams
	Communication
	Leveraging Differences"
CUR-LSG-BED-GEN-0065,Technical Writing (Bedford General),BED,,,No,Yes,"Offered through external training company, Pathwise."
CUR-LSG-BED-GEN-0066,Training Admin - Classroom Completions (Bedford General),BED,,,No,Yes,"Training to cover the review, upload and filing requirements of classroom roster forms"
CUR-LSG-BED-GEN-0067,Training Admin - OJT Form Review and Processing (Bedford General),BED,,,No,Yes,"Training target audience is for training system admin that will be processing OJT forms for completion. Training consists of learning areas of possible error, how to process/scan/file OJT forms without issues/corrected, and how to action corrections where errors are found."
CUR-LSG-BED-GEN-0068,Training Admin - System Creation & Updates (Bedford General),BED,,,No,Yes,Training covers creation of new training roles following established guidelines and changes to existing training roles with follow up actions required.
CUR-LSG-BED-GEN-0069,Training: Content: Train the Trainer (Bedford General),BED,,,No,Yes,"Limited offering. Focus on adult learning principles, training approach determination and content development for self-paced and classroom content - will touch on facilitation."
CUR-LSG-BED-GEN-0070,Training: Learn It Creator (Bedford General),BED,,,No,Yes,"Basic information on what to consider in creating training deck, process overview, corporate template, and checklist form for learn it submission for training system update."
CUR-LSG-BED-GEN-0071,Training: OJT - Train the Trainer (Bedford General),BED,,,No,Yes,Training provided by Business Training Works facilitated virtually (external vendor). This is a requirement to becoming a work center certified trainer to provide on the job training to incoming trainees. Reach out to Ragna Ferguson to arrange training schedule.
CUR-LSG-BED-GEN-0072,Training: OJT Trainer Intro Session (Bedford General),BED,,,No,Yes,Intro to on-the-job training facilitation basics for role expectations and responsibilities. To be assigned with trainer basics training. Additional training as well as development assessments will be conducted as follow up.
CUR-LSG-BED-GEN-0073,Training: Trainer Basics (Bedford General),BED,,,No,Yes,Classroom training offered upon request or need basis.
CUR-LSG-BED-GEN-0074,Training: TWIST (Bedford General),BED,,,No,Yes,TWI Job Instruction work shop consists of five 2-hr sessions with a post workshop certification session. This is required for all department trainers following completion of the OJT intro session.
CUR-LSG-BED-GEN-0075,Training: TWIST Intro for Supervisors (Bedford General),BED,,,No,Yes,"This classroom requires a minimum of 4 to 5 individual participants to be scheduled. This is the shortened version 3-Day intro to TWIST for Supervisors to get exposure to the TWI job instruction methodology to better understand expectations of team trainers and time required for prep and execution of training in order to better select team members to nominate for this important role. There will be focus on training as a strategy approach with proper scheduling, evaluation of needs and planning."
CUR-LSG-BED-GEN-0076,ISO13485 Overview (Bedford General),BED,,,No,Yes,This is a 4-hour virtual training session on ISO13485 standards. Offered through QSG at limited availability.
CUR-LSG-BED-GEN-5001,Basic onboarding Bedford Site Curriculum (Bedford),BED,,,No,Yes,Welcome to the PPA MA sites Bedford location. Curriculum consists of high level introductory trainings that are required for all employees prior to starting department/job specific training.
CUR-LSG-BED-GEN-5002,Basic onboarding Curriculum (Bedford Remote),BED,,,No,Yes,Welcome to the PPA MA sites Bedford and Chelmsford locations. Curriculum consists of high level introductory trainings that are required for all employees prior to starting department/job specific training.
CUR-LSG-BED-GEN-5003,Basic onboarding Chelmsford Site Curriculum (Bedford),BED,,,No,Yes,Welcome to the PPA MA sites Chelmsford location. Curriculum consists of high level introductory trainings that are required for all employees prior to starting department/job specific training.
CUR-LSG-BED-GEN-5004,Excel Curriculum (Bedford),BED,,,No,Yes,"Covers beginner, intermediate and advanced excel functions modules."
CUR-LSG-BED-GEN-5005,Minitab Curriculum (Bedford),BED,,,No,Yes,Training for only those that will require Minitab software to perform job functions. Includes Essentials 1 &2 and Statistical Quality (Pharma Industry option preferred). Requires prior approval due to costs associated with external vendor training. Needs to be discussed with site Training Manager ahead of assignment for scheduling purposes.
CUR-LSG-BED-GEN-5006,PowerPoint Curriculum (Bedford),BED,,,No,Yes,"Covers beginner, intermediate and advanced PowerPoint functions modules."
CUR-LSG-BED-GEN-5007,Department Trainer Curriculum (Bedford),BED,,,No,Yes,"Training only for those that have been approved for department trainer development based on performance, meeting minimum trainer requirements as stated in procedure 100049313 and department need for additional trainers (trainers assigned to specific curricula)"
CUR-LSG-BED-GEN-5008,Department Supervisor Curriculum (Bedford),BED,,,No,Yes,Collection of trainings relevant for department Supervisors
CUR-LSG-BED-GEN-5009,Training Admin Curriculum (Bedford),BED,,,No,Yes,Training required for active site training admins supporting training program.
CUR-LSG-BED-GEN-5010,Department Scheduler Curriculum (Bedford),BED,,,No,Yes,Trainings relevant to individuals performing department scheduling.
CUR-LSG-BED-GEN-5011,IQ/OQ Commissioning Contractors (Bedford),BED,,,No,Yes,"Collection of trainings relevant for contractors performing IQOQ services to support commissioning efforts. Includes basic safety training, Delta V, bulk operation utilities overviews, MOC, and Kneat system. Request OCPLM training if needed.
Intended for those that will have Thermo Fisher credentials to complete in training system."
CUR-LSG-BED-GEN-5012,Onboarding External Contractors (Bedford),BED,,,No,Yes,Trainings required for those onboarding external contractors performing work on site that do not have Thermo Fisher credentials to access training system themselves. This includes safety requirement video/quiz and good documentation practices.
CUR-LSG-BED-MFG-0001,New POROS Employee (Bedford POROS),BED,,,No,Yes,Includes introductory training on a variety of topics. Required for all POROS technicians.
CUR-LSG-BED-MFG-0002,POROS Employee Quarterly (Bedford POROS),BED,,,No,Yes,Trainings required to be taken every 90 days for all Large Scale POROS operators.
CUR-LSG-BED-MFG-0003,POROS Employee Annually (Bedford POROS),BED,,,No,Yes,Trainings required to be taken every 365 days for all Large Scale POROS operators.
CUR-LSG-BED-MFG-0004,General Glassware Cleaning (Bedford POROS),BED,,,No,Yes,Training to cover cleaning solution make-up as well as cleaning basics
CUR-LSG-BED-MFG-0005,Lg. Scale R Aqueous Phase (Bedford POROS),BED,,,No,Yes,"Training consists of material staging and equipment prep for line clearance. Material charges/MSDS of Natrosol and Celvol, as well as SDS, Sodium Carbonate, and Sodium Chloride should be reviewed. Delta-V recipe functionality should be explained. Additionally, since two different vessels in two different rooms can be used for aqueous phase production, functionality of both V-2550 and V-1300 should be reviewed. Key differences seen with V-1300 include recipe differences, valve preparation of the TCU, as well as transfer line assembly."
CUR-LSG-BED-MFG-0006,Lg. Scale R Organic Phase (Bedford POROS),BED,,,No,Yes,"Training should cover material staging and equipment prep for line clearance. Material charges/MSDS for EHA, Toluene, Pentanol, Styrene, DVB, Alumina , and Benzoyl Peroxide. Delta V recipe functionality should be reviewed. Training should cover the Organics Prep process (charging the 1st 3 materials to V-2120, Charging DVB to the unstripped pressure can, Packing and Pressure Testing the Alumina DVB Strip column, and pre-weighing the Benzoyl Peroxide)"
CUR-LSG-BED-MFG-0007,Organic Prep Reactor/Equipment Cleaning (Bedford POROS),BED,,,No,Yes,Training should cover the process to clean V-2120 after an organic phase has been transferred to polymerization as well as cleaning the pressure cans and DVB strip column after use with acetone. Ensure to cover nitrogen purges to dry out the acetone prior to storage of equipment.
CUR-LSG-BED-MFG-0008,Process Water Washes (Bedford POROS),BED,,,No,Yes,"""*Includes hot water washes
*Includes Setup and pH filtrate checks following rxns in products such as EP and OH products"""
CUR-LSG-BED-MFG-0009,Acetone/Methanol/THF Washes (Bedford POROS),BED,,,No,Yes,"Training should cover the process of taking a filter cake in a Nutsche, charging one of these three solvents through Delta V, performing the mix wash both for ambient washes and heated washes, and filtering the wash back to a filter cake to prepare the batch for the following wash. Ensure to review Delta V recipe operation and explain the differences between V-24XX and V-25XX. This role covers solvent washes on coated resin as well as solvent washes during Product Recovery"
CUR-LSG-BED-MFG-0010,Lg. Scale R Product Recovery (Bedford POROS),BED,,,No,Yes,*Includes NaOH addition and transfer process post sonication
CUR-LSG-BED-MFG-0011,Elutriation Cone Cleaning (Bedford POROS),BED,,,No,Yes,"This training should cover the process of cleaning Elutriation cones. Covering how to make 2% detergent 8 solution for cleaning, the proper disassembly, cleaning, and then reassembly of the bottom assemblies of the elutriation cones as well as proper cleaning technique for the PVC portions of the elutriation cones."
CUR-LSG-BED-MFG-0012,1515L Elutriation Cone Cleaning (Bedford POROS),BED,,,No,Yes,Training to cover how to safety and effectively clean the large 1515 liter elutriation cones.
CUR-LSG-BED-MFG-0013,EcoLift70 Operation (Bedford POROS),BED,,,No,Yes,Training to cover how to safely use and operate the EcoLift70
CUR-LSG-BED-MFG-0014,Polymerization - Decant/Acetone (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0015,Lg. Scale R Sonication (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0016,Plugflow Process Water Washes (Bedford POROS),BED,,,No,Yes,*Includes Setup and pH filtrate checks following rxns
CUR-LSG-BED-MFG-0017,1M Sulfuric Acid Make-up (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0018,Sulfuric Acid Washes (Bedford POROS),BED,,,No,Yes,"""*Acid Prep Tank operation
*Acid Prep Tank Manifold                                                                                                                                                                                                                        """
CUR-LSG-BED-MFG-0019,Sulfuric Acid Fitrate Spectramax Testing (Bedford POROS),BED,,,No,Yes,"This training will cover the proper method for collecting Acid Wash filtrate samples in the HS250 and XS process, how to test these samples on the Spectramax instrument for fluorescence, and how to report these results."
CUR-LSG-BED-MFG-0020,pH Meter Operation (Bedford POROS),BED,,,No,Yes,Use of intrinsically safe pH meter/probe for bulk operations
CUR-LSG-BED-MFG-0021,Plugflow Sulfuric Acid Washes (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0022,XQ Neutralization and Transfer (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0023,Elutriation - Mode Sampling (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0024,Elutriation - Decontamination (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0025,Elutriation - Roiling (Bedford POROS),BED,,,No,Yes,For XS and XQ batches.
CUR-LSG-BED-MFG-0026,Elutriation - Decant/ETOH/PSF Sampling (Bedford POROS),BED,,,No,Yes,"Training should cover ensuring the bed has settled sufficiently, shutting of the process water flow, decanting the process water to the specified volume in the batch record, filling the pressure can with ethanol, charging the pressure can of ethanol to the elutriation cone, sparging with nitrogen, checking to ensure uniformity with a paddle, and proper sample pulling for Process Scale Fines testing. For BED2177_AL and later revisions, training should also cover properly pulling a sample, inspecting it for contaminants, and returning it to the cone.  Training should also cover in the future, the addition of NaOH instead of Ethanol in the instance of products packaged in Sodium Hydroxide instead of ethanol and extra safety precautions to be put in place."
CUR-LSG-BED-MFG-0027,Elutriation - PBH Adjust/Carboy Inspection (Bedford POROS),BED,,,No,Yes,"PBH Adjustments/Carboy Inspection/Rinsing – Training should cover receiving Process scale fines results from QC, making the adjustments to the slurry concentration if necessary and restarting the sparge on each cone to ensure uniformity prior to discharging. Training will also cover gathering carboys, inspecting carboys for defects, and rinsing the inside of the carboys to remove any potential contaminants"
CUR-LSG-BED-MFG-0028,Elutriation - Decant & Sample (100ml) (Bedford POROS),BED,,,No,Yes,"Training should cover ensuring the bed has settled sufficiently, shutting of the process water flow, decanting the process water to the specified volume in the batch record, filling the pressure can with ethanol, charging the pressure can of ethanol to the elutriation cone, sparging with nitrogen, checking to ensure uniformity with a paddle, and proper sample pulling for Process Scale Fines testing. To cover properly pulling a sample, inspecting it for contaminants, and returning it to the cone."
CUR-LSG-BED-MFG-0029,Elutriation Discharge Process - 1L Fill (Bedford POROS),BED,,,No,Yes,"Training should cover staging line clearance for 1 L fills including gathering plastic bags, product inserts, shrink bands and 2 L Nalgene bottles from inventory. The training will cover the process of filling these containers, labeling these containers, shrink banding the containers properly and placing the bottle and insert into a plastic bag. Review storage of 1 L fills in  plastic bins with proper signage and labeling to show it is bulk that is quarantined and packaged as finished goods."
CUR-LSG-BED-MFG-0030,Elutriation Discharge - 5L & 10L Fills (Bedford POROS),BED,,,No,Yes,Training should cover staging line clearance for 5 L and 10 L fills (if doing Finished goods packaging) and filling to the 5 L and 10 L fill sizes. It will also cover storage of carboys in black totes as well as proper signage and labeling to show that it is bulk that is quarantined and packaged as finished goods. Each carboy should get a finished goods label as well as a bulk quarantine label.
CUR-LSG-BED-MFG-0031,Bioburden/Endotoxin Sampling (Bedford POROS),BED,,,No,Yes,This training should cover the proper aseptic technique of bioburden and endotoxin sampling of POROS products that are sampled directly in the elutriation room during final product discharge.
CUR-LSG-BED-MFG-0032,Elutriation Discharge - Bulk to FG in SAP (Bedford POROS),BED,,,No,Yes,"This training will cover the process of closing the bulk and finished goods work orders where we package bulk as finished good. It will go over charging raw materials to the bulk, closing the time ticket on the bulk and putting the bulk to stock. It will then go over moving the bulk used for finished goods to unrestricted inventory and then charging that and other raw materials to the finished good work order, closing that time ticket and putting the finished goods to stock. It must all complete in one sitting."
CUR-LSG-BED-MFG-0033,Packaging-Labeling (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0034,Aqueous Phase Reactor Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0035,Sonication Tank Cleaning (Bedford POROS),BED,,,No,Yes,"This training is for the cleaning of V-2210 - BED7176 and V-2510 - 100099340. Includes LO/TO practices, documentation, cleaning process/set-up and expectations."
CUR-LSG-BED-MFG-0036,Polymerization Reactor Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0037,XQ Reactor Cleaning Process (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0038,1.0/1.1 M2 Nutsche Cleaning (Bedford POROS),BED,,,No,Yes,"""-LEL meter use and operation
-Multigas meter use and operation
-LOTO
-Training should encompass differences among Nutsches"""
CUR-LSG-BED-MFG-0039,0.5 M2 Nutsche Cleaning (Bedford POROS),BED,,,No,Yes,*Includes V-2420 and V-1450. Use of stand for bottom plate and tighten method of J-bolts is unique to these smaller vessels.
CUR-LSG-BED-MFG-0040,AMPSA Prep Reactor Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0041,Product Neutralization (Bedford POROS),BED,,,No,Yes,"""*Covers addition of 50% Sodium Hydroxide to neutralize sulfuric acid washed resin
*Should assign use of in batch 1015 pH meter operation training role"""
CUR-LSG-BED-MFG-0042,Transfer from Vessel to Cones (Bedford POROS),BED,,,No,Yes,"*Includes setup, transfer, and clean up"
CUR-LSG-BED-MFG-0043,Vessel to Vessel Product Transfer (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0044,Lg. Scale R Polymerization RXN (Bedford POROS),BED,,,No,Yes,"This training should cover the transfers of Aqueous and Organic phases from their respective vessels to the polymerization vessel, ensure correct agitation is set, performing the 2-2.5 hour nitrogen purge, and starting the ramp. Delta V recipe operations should be reviewed at this point as well."
CUR-LSG-BED-MFG-0045,Solvent Charges from Drums (Bedford POROS),BED,,,No,Yes,"""*Includes setup and documentation of deviation when tank farm bulk is not available
*Documentation should include line clearance, charges, sign-offs and recording lots on work order for charging out materials"""
CUR-LSG-BED-MFG-0046,Staging of In-Process POROS for Shipping (Bedford POROS),BED,,,No,Yes,"This training should cover the steps required from discharge to handoff to distribution. It will also serve as introduction to the shipping form, which will have tabs for documenting the transfer, discharge from post-sonication to drums, discharge post-product recovery to drums, and post-drying to drums, as well as loading into a Nutsche and loading into a dryer (6 tabs)."
CUR-LSG-BED-MFG-0048,Facility Cleaning of POROS Production Areas (Bedford POROS),BED,,,No,Yes,Training is focused on performing the cleaning responsibilities of the POROS production suites and manufacturing rooms
CUR-LSG-BED-MFG-0049,Drum Lift Operation (Bedford POROS),BED,,,No,Yes,How to safely and properly operate the drum lift equipment with an SS Drum for the purpose of cleaning drums in the MFG suite.
CUR-LSG-BED-MFG-0050,Hose Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0051,Nutsche Discharging Process (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0052,Heel Filter Recovery (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0053,Lg. Scale R Sampling Dryers (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0054,Moisture Balance Operation (Bedford POROS),BED,,,No,Yes,"Training consist of basic operation using POROS Dry recipe, how to change recipe, as well as the steps during sample prep/test run/clean up."
